model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
gemini/gemini-2.5-flash,22,1,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,22,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,22,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,23,1,nlsy97,NO,70.0,True,5
gemini/gemini-2.5-flash,23,2,nlsy97,UNKNOWN,75.0,True,5
gemini/gemini-2.5-flash,23,3,nlsy97,NO,75.0,True,6
gemini/gemini-2.5-flash,24,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,24,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,24,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,25,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,25,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,25,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,26,1,nlsy97,YES,85.0,False,6
gemini/gemini-2.5-flash,26,2,nlsy97,YES,80.0,False,6
gemini/gemini-2.5-flash,26,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,27,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,27,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,27,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,28,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,28,2,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,28,3,nlsy97,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,29,1,nlsy97,NO,75.0,False,2
gemini/gemini-2.5-flash,29,2,nlsy97,NO,90.0,False,2
gemini/gemini-2.5-flash,29,3,nlsy97,NO,90.0,False,2
gemini/gemini-2.5-flash,2,1,nlsy97,YES,65.0,True,4
gemini/gemini-2.5-flash,2,2,nlsy97,NO,65.0,True,4
gemini/gemini-2.5-flash,2,3,nlsy97,NO,70.0,True,5
gemini/gemini-2.5-flash,30,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,30,2,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,30,3,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,31,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,31,2,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,31,3,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,32,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,32,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,32,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,33,1,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,33,2,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,33,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,34,1,nlsy97,NO DECISION,0.0,True,1
gemini/gemini-2.5-flash,34,2,nlsy97,NO DECISION,0.0,True,1
gemini/gemini-2.5-flash,34,3,nlsy97,NO DECISION,0.0,True,1
gemini/gemini-2.5-flash,35,1,nlsy97,NO DECISION,0.0,True,4
gemini/gemini-2.5-flash,35,2,nlsy97,NO DECISION,0.0,True,4
gemini/gemini-2.5-flash,35,3,nlsy97,NO DECISION,0.0,True,4
gemini/gemini-2.5-flash,36,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,36,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,36,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,37,1,nlsy97,YES,70.0,False,2
gemini/gemini-2.5-flash,37,2,nlsy97,YES,70.0,False,2
gemini/gemini-2.5-flash,37,3,nlsy97,YES,75.0,False,2
gemini/gemini-2.5-flash,38,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,38,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,38,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,39,1,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,39,2,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,39,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,3,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,3,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,3,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,40,1,nlsy97,NO,80.0,False,6
gemini/gemini-2.5-flash,40,2,nlsy97,NO,78.0,False,6
gemini/gemini-2.5-flash,40,3,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,41,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,41,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,41,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,42,1,nlsy97,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,42,2,nlsy97,NO,70.0,True,6
gemini/gemini-2.5-flash,42,3,nlsy97,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,43,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,43,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,43,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,44,1,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,44,2,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,44,3,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,45,1,nlsy97,YES,85.0,True,6
gemini/gemini-2.5-flash,45,2,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,45,3,nlsy97,YES,85.0,True,6
gemini/gemini-2.5-flash,46,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,46,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,46,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,47,1,nlsy97,NO,70.0,True,6
gemini/gemini-2.5-flash,47,2,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,47,3,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,48,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,48,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,48,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,49,1,nlsy97,NO DECISION,0.0,True,3
gemini/gemini-2.5-flash,49,2,nlsy97,NO DECISION,0.0,True,2
gemini/gemini-2.5-flash,49,3,nlsy97,NO DECISION,0.0,True,2
gemini/gemini-2.5-flash,4,1,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,4,2,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,4,3,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,50,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,50,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,50,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,51,1,nlsy97,NO,80.0,False,6
gemini/gemini-2.5-flash,51,2,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,51,3,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,52,1,nlsy97,YES,75.0,True,3
gemini/gemini-2.5-flash,52,2,nlsy97,YES,70.0,True,3
gemini/gemini-2.5-flash,52,3,nlsy97,NO,75.0,True,3
gemini/gemini-2.5-flash,53,1,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,53,2,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,53,3,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,54,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,54,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,54,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,55,1,nlsy97,YES,85.0,False,6
gemini/gemini-2.5-flash,55,2,nlsy97,YES,80.0,False,6
gemini/gemini-2.5-flash,55,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,56,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,56,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,56,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,57,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,57,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,57,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,58,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,58,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,58,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,59,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,59,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,59,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,5,1,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,5,2,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,5,3,nlsy97,NO,80.0,False,6
gemini/gemini-2.5-flash,60,1,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,60,2,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,60,3,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,61,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,61,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,61,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,62,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,62,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,62,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,63,1,nlsy97,YES,75.0,False,0
gemini/gemini-2.5-flash,63,2,nlsy97,YES,75.0,False,0
gemini/gemini-2.5-flash,63,3,nlsy97,YES,75.0,False,0
gemini/gemini-2.5-flash,64,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,64,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,65,1,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,65,2,nlsy97,NO DECISION,0.0,False,5
gemini/gemini-2.5-flash,65,3,nlsy97,NO DECISION,0.0,False,5
gemini/gemini-2.5-flash,66,1,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,66,2,nlsy97,UNKNOWN,75.0,True,6
gemini/gemini-2.5-flash,66,3,nlsy97,NO DECISION,0.0,True,6
gemini/gemini-2.5-flash,67,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,67,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,67,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,68,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,68,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,68,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,69,1,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,69,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,69,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,6,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,6,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,6,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,70,1,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,70,2,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,70,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,71,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,71,2,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,71,3,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,72,1,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,72,2,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,72,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,73,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,73,2,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,73,3,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,74,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,74,2,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,74,3,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,75,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,75,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,75,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,76,1,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,76,2,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,76,3,nlsy97,NO,70.0,False,6
gemini/gemini-2.5-flash,77,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,77,2,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,77,3,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,78,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,78,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,78,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,79,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,79,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,79,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,7,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,7,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,7,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,80,1,nlsy97,NO,80.0,False,6
gemini/gemini-2.5-flash,80,2,nlsy97,YES,65.0,False,6
gemini/gemini-2.5-flash,80,3,nlsy97,NO,60.0,False,6
gemini/gemini-2.5-flash,81,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,81,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,81,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,82,1,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,82,2,nlsy97,YES,80.0,True,6
gemini/gemini-2.5-flash,82,3,nlsy97,YES,85.0,True,6
gemini/gemini-2.5-flash,83,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,83,2,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,83,3,nlsy97,NO,85.0,False,6
gemini/gemini-2.5-flash,84,1,nlsy97,UNKNOWN,75.0,True,1
gemini/gemini-2.5-flash,84,2,nlsy97,YES,85.0,True,1
gemini/gemini-2.5-flash,84,3,nlsy97,YES,75.0,True,1
gemini/gemini-2.5-flash,85,1,nlsy97,YES,80.0,False,6
gemini/gemini-2.5-flash,85,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,85,3,nlsy97,YES,85.0,False,6
gemini/gemini-2.5-flash,86,1,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,86,2,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,86,3,nlsy97,YES,80.0,True,6
gemini/gemini-2.5-flash,87,1,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,87,2,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,87,3,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,88,1,nlsy97,YES,65.0,True,6
gemini/gemini-2.5-flash,88,2,nlsy97,YES,65.0,True,6
gemini/gemini-2.5-flash,88,3,nlsy97,YES,70.0,True,6
gemini/gemini-2.5-flash,89,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,89,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,89,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,8,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,90,1,nlsy97,UNKNOWN,75.0,False,6
gemini/gemini-2.5-flash,90,2,nlsy97,YES,70.0,False,6
gemini/gemini-2.5-flash,90,3,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,91,1,nlsy97,YES,80.0,False,6
gemini/gemini-2.5-flash,91,2,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,91,3,nlsy97,YES,75.0,False,6
gemini/gemini-2.5-flash,92,1,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,92,2,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,92,3,nlsy97,NO,65.0,True,6
gemini/gemini-2.5-flash,93,1,nlsy97,NO,85.0,True,6
gemini/gemini-2.5-flash,93,2,nlsy97,NO,80.0,True,6
gemini/gemini-2.5-flash,93,3,nlsy97,YES,75.0,True,6
gemini/gemini-2.5-flash,94,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,94,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,94,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,95,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,95,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,95,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,96,1,nlsy97,YES,65.0,False,6
gemini/gemini-2.5-flash,96,2,nlsy97,YES,60.0,False,6
gemini/gemini-2.5-flash,96,3,nlsy97,NO,75.0,False,6
gemini/gemini-2.5-flash,97,1,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,97,2,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,97,3,nlsy97,NO DECISION,0.0,False,0
gemini/gemini-2.5-flash,98,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,98,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,1,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,2,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,99,3,nlsy97,NO DECISION,0.0,True,0
gemini/gemini-2.5-flash,9,1,nlsy97,NO,65.0,False,6
gemini/gemini-2.5-flash,9,2,nlsy97,YES,65.0,False,6
gemini/gemini-2.5-flash,9,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,0,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,0,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,0,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,10,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,10,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,10,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,11,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,11,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,11,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,12,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,12,2,nlsy97,YES,80.0,False,6
gpt-4.1-mini,12,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,13,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,13,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,13,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,14,1,nlsy97,NO,65.0,True,6
gpt-4.1-mini,14,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,14,3,nlsy97,YES,65.0,True,6
gpt-4.1-mini,15,1,nlsy97,YES,65.0,False,6
gpt-4.1-mini,15,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,15,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,16,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,16,2,nlsy97,YES,70.0,False,6
gpt-4.1-mini,16,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,17,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,17,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,17,3,nlsy97,YES,70.0,False,6
gpt-4.1-mini,18,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,18,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,18,3,nlsy97,NO,65.0,False,6
gpt-4.1-mini,19,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,19,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,19,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,1,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,1,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,1,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,20,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,20,2,nlsy97,YES,70.0,True,6
gpt-4.1-mini,20,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,21,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,21,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,21,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,22,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,22,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,22,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,23,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,23,2,nlsy97,NO,65.0,True,6
gpt-4.1-mini,23,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,24,1,nlsy97,YES,70.0,False,6
gpt-4.1-mini,24,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,24,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,25,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,25,2,nlsy97,YES,70.0,True,6
gpt-4.1-mini,25,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,26,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,26,2,nlsy97,YES,75.0,False,6
gpt-4.1-mini,26,3,nlsy97,YES,75.0,False,6
gpt-4.1-mini,27,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,27,2,nlsy97,NO,70.0,False,6
gpt-4.1-mini,27,3,nlsy97,NO,70.0,False,6
gpt-4.1-mini,28,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,28,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,28,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,29,1,nlsy97,NO,65.0,False,6
gpt-4.1-mini,29,2,nlsy97,NO,70.0,False,6
gpt-4.1-mini,29,3,nlsy97,NO,70.0,False,6
gpt-4.1-mini,2,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,2,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,2,3,nlsy97,NO,65.0,True,6
gpt-4.1-mini,30,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,30,2,nlsy97,YES,70.0,True,6
gpt-4.1-mini,30,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,31,1,nlsy97,YES,75.0,True,6
gpt-4.1-mini,31,2,nlsy97,YES,75.0,True,6
gpt-4.1-mini,31,3,nlsy97,YES,75.0,True,6
gpt-4.1-mini,32,1,nlsy97,YES,75.0,False,6
gpt-4.1-mini,32,2,nlsy97,NO,65.0,False,6
gpt-4.1-mini,32,3,nlsy97,YES,65.0,False,6
